Epoch	Natural Test Acc	FGSM Acc	PGD20 Acc	CW Acc	
79.000000	0.886400	0.537200	0.264000	0.277500	
80.000000	0.886100	0.530700	0.260200	0.272400	
81.000000	0.887400	0.533400	0.258300	0.272400	
82.000000	0.882500	0.537800	0.266700	0.280100	
83.000000	0.887300	0.527500	0.256400	0.268700	
84.000000	0.884600	0.534800	0.270400	0.280900	
85.000000	0.883900	0.525100	0.258900	0.269300	
86.000000	0.885100	0.531500	0.268100	0.277500	
87.000000	0.878900	0.534200	0.264700	0.275100	
88.000000	0.884000	0.532600	0.264200	0.276700	
89.000000	0.885700	0.526200	0.263400	0.272200	
90.000000	0.887200	0.538000	0.266500	0.278600	
91.000000	0.887000	0.542400	0.270100	0.282900	
92.000000	0.885900	0.541700	0.273700	0.285300	
93.000000	0.886700	0.542200	0.269000	0.280300	
94.000000	0.886100	0.542900	0.269000	0.281500	
95.000000	0.887000	0.543300	0.272900	0.284700	
96.000000	0.886200	0.544100	0.269600	0.281100	
97.000000	0.887600	0.546200	0.270900	0.285700	
98.000000	0.887200	0.542500	0.268800	0.280600	
99.000000	0.886800	0.542900	0.272100	0.283200	
100.000000	0.886300	0.544100	0.270700	0.285100	
101.000000	0.885700	0.543100	0.270200	0.284000	
102.000000	0.887100	0.541400	0.269900	0.281800	
103.000000	0.887300	0.542600	0.271700	0.282300	
104.000000	0.888700	0.544000	0.271300	0.283000	
105.000000	0.887500	0.541300	0.271300	0.282300	
106.000000	0.888300	0.542400	0.271900	0.283300	
107.000000	0.888000	0.542200	0.269600	0.283500	
108.000000	0.888200	0.542000	0.272200	0.284200	
109.000000	0.886300	0.543500	0.271100	0.285400	
110.000000	0.886800	0.540200	0.271800	0.284300	
111.000000	0.886400	0.542900	0.273000	0.283600	
112.000000	0.887800	0.543400	0.269500	0.281300	
113.000000	0.886900	0.542600	0.273000	0.283700	
114.000000	0.886600	0.541600	0.269500	0.282200	
115.000000	0.887900	0.542100	0.270000	0.283100	
116.000000	0.886700	0.543900	0.270600	0.282900	
117.000000	0.885500	0.540300	0.270600	0.283100	
118.000000	0.887900	0.543500	0.269000	0.281300	
119.000000	0.886700	0.541700	0.270900	0.281600	
120.000000	0.888000	0.542200	0.270700	0.283200	
